Instances,CCASat,clasp,lingeling,glucose,sinn
Crafted/11/11/anton/SRHD-SGI/srhd-sgi-m47-q841.5-n45-p30-s84954709.cnf.gz,900,900,900,900,900
Crafted/11/04/kexu/frb-0.8/frb59-26-2.used-as.sat04-892.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl001.sat05-3822.reshuffled-07.cnf.gz,900,180.113,672.07,255.471,309.031
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p30-s48700942.cnf.gz,38.2267,616.249,900,900,900
Crafted/12/SATChallenge2012_crafted_debugged/sgen1-unsat-115-100.cnf.mis-87.debugged.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satcomp11-main-track-unselected/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-25_606.cnf.gz,377.359,900,900,900,900
Crafted/12/SATChallenge2012_crafted_debugged/C250_FW.cnf.mis-138.debugged.cnf.gz,900,305.033,105.252,16.9717,44.4163
Crafted/12/SATCompetition2011/crafted/SAT09/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes5.cnf.gz,10.087,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/sgen/sat/sgen1-sat-240-100.cnf.gz,900,900,900,900,900
Crafted/09/CRAFTED/SAT09/CRAFTED/rbsat/random/forced/rbsat-v1150c84314gyes3.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/sgen/sat/sgen1-sat-270-100.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Difficult/contest-02-03-04/contest04-connm-ue-csp-sat-n600-d0.02-s1676244754.sat05-535.reshuffled-07.cnf.gz,900,195.858,447.199,205.618,229.122
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/parity-games/instance_n3_i3_pp.cnf.gz,0.0573179,0.018173,0.0518889,0.031922,0.0139749
Crafted/12/SATCompetition2011/crafted/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-2.shuffled-as.sat05-2534.cnf.gz,900,900,118.877,900,900
Crafted/12/SATCompetition2011/crafted/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf.gz,900,505.781,900,900,109.958
Crafted/12/SATCompetition2007/crafted/Hard/contest02/ezfact64_5.sat05-452.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satrace-unselected/repeat/prime2209/prime2209-100.cnf.gz,900,1.97743,10.2787,2.36143,1.37995
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/ramseycube/Q3inK09.cnf.gz,0.0985171,1.13825,0.488311,0.177164,0.623742
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf.gz,0.105644,709.994,59.0993,0.109562,12.1701
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/all/em_12_2_4_all.cnf.gz,900,11.5513,39.6601,116.637,4.1702
Crafted/12/SATCompetition2011/crafted/SAT03/handmade/anton/UNSAT/SGI_30_70_19_80_8-log.shuffled-as.sat03-143.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/fbcolors/em_12_2_4_fbc.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/SATChallenge2012_submitted/combinatorial_sat/EnsembleComputation/jkkk-random-132906006204477-10-10-35-OR-sat.cnf.gz,900,111.855,60.109,20.0524,52.858
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/sgen/unsat/sgen1-unsat-85-100.cnf.gz,900,268.721,186.77,900,900
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf.gz,15.9494,900,900,900,900
Crafted/12/Submissions/Combinatorial/sgen4-sat2012-sat/sgen4-sat-310-8.cnf.gz,900,900,900,900,900
Crafted/12/SATChallenge2012_crafted_debugged/sgen1-sat-180-100.cnf.mis-143.debugged.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT09/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p30-s39712998.cnf.gz,5.97021,900,859.357,20.7083,900
Crafted/12/SATCompetition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-030.sat05-1307.reshuffled-07.cnf.gz,900,281.409,4.91401,430.711,70.7694
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/modcircuits/mod3block_3vars_9gates_restr.cnf.gz,900,23.7309,12.7311,55.9072,11.2018
Crafted/12/SATCompetition2007/crafted/Difficult/contest-02-03-04/contest04-lksat-n1000-m6860-k4-l4-s1935114289.sat05-523.reshuffled-07.cnf.gz,900,500.238,900,900,900
Crafted/12/SATCompetition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-035.sat05-1308.reshuffled-07.cnf.gz,900,900,13.7531,900,380.79
Crafted/11/09/rbsat/random/unforced/rbsat-v1375c111739g4.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Hard/contest03/looksrandom/hgen6-4-24-n650-03-S528656311.sat05-477.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/SATChallenge2012_crafted_debugged/s113-100.cnf.mis-84.debugged.cnf.gz,900,900,900,900,900
Crafted/11/09/rbsat/crafted/forced/rbsat-v945c61409gyes10.cnf.gz,13.9517,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00150.sat05-1328.reshuffled-07.cnf.gz,900,0.838716,23.451,0.850934,1.07044
Crafted/12/sc2012HardCombinatorial/satcomp11-main-track-unselected/SAT11/crafted/skvortsov/battleship/battleship-20-39-sat.cnf.gz,0.160837,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/skvortsov/automata-synchronization/rnd_150_42_s.cnf.gz,900,13.5108,25.1831,26.7348,149.054
Crafted/11/11/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-12_135.cnf.gz,900,46.5118,255.127,115.792,208.795
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g3.cnf.gz,12.9844,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/sgen/sat/sgen1-sat-230-100.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satcomp11-main-track-unselected/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-19_337.cnf.gz,0.815511,15.181,3.26136,11.4786,17.2945
Crafted/12/SATCompetition2011/crafted/SAT05/crafted/sorge05/QG7/gensys-icl007.shuffled-as.sat05-3133.cnf.gz,900,285.95,900,900,900
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest05/phnf/phnf-size10-exclusive-myciel6-cn.used-as.sat04-319.sat05-4201.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/fbcolors/em_11_3_4_fbc.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/explicit/em_8_4_5_exp.cnf.gz,900,14.1223,90.6938,26.7595,25.1419
Crafted/12/Submissions/Combinatorial/sgen4-sat2012-sat/sgen4-sat-160-8.cnf.gz,193.322,488.928,900,900,900
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest04/others/Composite-048BitPrimes-1.sat05-504.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-15_218.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Medium/contest05/sabharwal/counting-easier-fphp-012-010.sat05-1214.reshuffled-07.cnf.gz,900,68.4305,265.716,220.234,900
Crafted/09/CRAFTED/SAT09/CRAFTED/modcircuits/mod4block_2vars_10gates_u2_autoenc.cnf.gz,900,900,900,900,900
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest03/others/hwb-n32-01-S1491788039.sat05-497.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/sgi/satsgi-n24himBHm28-p0-q282.cnf.gz,0.0417171,0.0485621,0.142548,0.100452,0.0252969
Crafted/12/SATCompetition2007/crafted/Difficult/contest05/jarvisalo/mod2c-3cage-unsat-10-3.sat05-2568.reshuffled-07.cnf.gz,900,523.277,0.0433379,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/parity-games/instance_n4_i5_pp.cnf.gz,900,0.325811,0.584162,0.291484,0.232782
Crafted/12/sc2012HardCombinatorial/SATChallenge2012_submitted/combinatorial_sat/EnsembleComputation/jkkk-random-132906006493326-10-10-35-SUM-sat.cnf.gz,900,115.139,202.434,900,900
Crafted/12/SATCompetition2007/crafted/Medium/contest05/others/pmg-11-UNSAT.sat05-3939.reshuffled-07.cnf.gz,900,329.388,900,900,900
Crafted/11/11/mosoi/289/289-unsat-7x39.cnf.gz,900,900,900,900,900
Crafted/11/11/mosoi/289/289-sat-6x19.cnf.gz,0.0441,0.126954,0.116424,0.171045,0.081124
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/explicit/em_11_3_4_exp.cnf.gz,900,92.6621,97.2448,37.3886,32.1071
Crafted/12/SATCompetition2007/crafted/Difficult/contest05/QG/QG6-dead-dnd001.sat05-2742.reshuffled-07.cnf.gz,900,44.6071,18.8519,21.9795,20.4784
Crafted/12/SATCompetition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl008.sat05-2720.reshuffled-07.cnf.gz,900,53.5846,22.4604,900,18.0491
Crafted/12/SATCompetition2011/crafted/SAT05/crafted/sorge05/QG7/dead-dnd003.shuffled-as.sat05-3109.cnf.gz,900,136.489,292.33,900,693.073
Crafted/12/Submissions/Random/fixed-shape-forced-300-354-2-2-3-2/fsf-300-354-2-2-3-2.86.opt.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g5.cnf.gz,16.5874,900,900,900,900
Crafted/09/CRAFTED/SAT09/CRAFTED/modcircuits/mod4block_2vars_9gates_u2_autoenc.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/skvortsov/automata-synchronization/crn_11_99_u.cnf.gz,900,19.9468,22.5649,1.99694,3.37429
Crafted/12/sc2012HardCombinatorial/satrace-unselected/repeat/prime2209/prime2209-70.cnf.gz,900,1.265,6.59267,1.52483,0.926505
Crafted/09/CRAFTED/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes8.cnf.gz,900,900,900,900,900
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest04/others/Composite-048BitPrimes-0.sat05-503.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/sgen/sat/sgen1-sat-180-100.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl009.sat05-3830.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2071.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satrace-unselected/repeat/prime2209/prime2209-90.cnf.gz,900,1.86396,8.75989,2.04504,1.2112
Crafted/12/sc2012HardCombinatorial/satrace-unselected/er/mutcb13.cnf.gz,900,60.2646,18.6753,43.4974,19.5828
Crafted/12/sc2012HardCombinatorial/satcomp11-main-track-unselected/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-27_663.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT05/crafted/sorge05/QG7a/gensys-ukn006.shuffled-as.sat05-3846.cnf.gz,900,900,900,900,900
Crafted/12/Submissions/Random/fixed-shape-forced-300-354-2-2-3-2/fsf-300-354-2-2-3-2.9.opt.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/sgi/satsgi-n21himBHm25-p0-q212.cnf.gz,0.026854,0.0343261,0.093273,0.0658341,0.0191581
Crafted/11/11/spence/sgen/sgen3-n140-s20078956-unsat.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes5.cnf.gz,10.4762,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/all/em_7_4_8_all.cnf.gz,900,25.38,18.3477,25.3571,254.459
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf.gz,0.535289,15.2215,16.288,44.9195,33.1089
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.00-s1756632460.sat05-526.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/11/03/anton/UNSAT/SGI_30_60_28_40_7-log.shuffled-as.sat03-127.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_3-log.shuffled-as.sat03-109.cnf.gz,900,900,900,900,900
Crafted/11/05/sabharwal05/counting/php/unsat/easier/php-045-035.shuffled-as.sat05-1181.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/sgi/new-difficult-28-302-26-75.cnf.gz,10.0933,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/sgi/satsgi-n22himBHm25-p0-q239.cnf.gz,0.0341641,0.0368559,0.146797,0.073872,0.0196951
Crafted/12/SATChallenge2012_crafted_debugged/sgen1-sat-140-100.cnf.mis-111.debugged.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satcomp11-main-track-unselected/SAT11/crafted/skvortsov/battleship/battleship-27-54-sat.cnf.gz,1.12839,900,900,900,900
Crafted/11/11/mosoi/289/289-sat-9x13.cnf.gz,0.036635,0.142584,0.174574,0.19286,0.091347
Crafted/09/CRAFTED/SAT09/CRAFTED/sgi/satsgi-n25himBHm29-p0-q290.cnf.gz,0.0450159,0.0740091,0.127904,0.0935349,0.026705
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/sgen/unsat/sgen1-unsat-73-100.cnf.gz,900,27.608,15.5649,36.5213,66.3932
Crafted/12/SATCompetition2011/crafted/SAT09/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Difficult/contest05/sabharwal/grid-pebbling-unsat-grid-pbl-0300.sat05-1350.sat05-1350.reshuffled-07.cnf.gz,900,0.857778,26.1455,2.33732,0.955929
Crafted/09/CRAFTED/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v1820c171155gyes6.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf.gz,900,183.304,900,900,900
Crafted/12/SATChallenge2012_crafted_debugged/unsat-set-b-fclqcolor-10-07-09.sat05-1282.reshuffled-07.cnf.mis-140.debugged.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT09/CRAFTED/ramseycube/Q3inK10.cnf.gz,0.37595,22.3395,1.27093,0.793643,12.1602
Crafted/12/SATCompetition2011/crafted/SAT05/crafted/sorge05/QG8/gensys-ukn007.shuffled-as.sat05-3586.cnf.gz,900,0.763196,0.665219,0.3575,0.410255
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/parity-games/instance_n8_i9_pp.cnf.gz,900,177.494,222.533,399.063,276.034
Crafted/09/CRAFTED/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1820c171155g3.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT05/crafted/sabharwal05/pebbling/grid-pebbling/unsat/grid-pbl-0250.shuffled-as.sat05-1349.shuffled-as.sat05-1349.cnf.gz,900,0.560002,14.3663,1.6355,0.641098
Crafted/12/SATCompetition2011/crafted/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g5.cnf.gz,5.54836,12.156,9.51038,7.40596,8.9441
Crafted/12/sc2012HardCombinatorial/satcomp11-main-track-unselected/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-26_642.cnf.gz,900,900,900,900,900
Crafted/12/SATChallenge2012_crafted_debugged/sgen1-sat-160-100.cnf.mis-127.debugged.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satrace-unselected/repeat/prime2209/prime2209-94.cnf.gz,900,1.82622,9.31879,2.09321,1.22975
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g6.cnf.gz,5.4472,660.077,343.344,686.166,359.383
Crafted/12/SATChallenge2012_crafted_debugged/par32-5.debugged.cnf.gz,0.0890599,0.0345181,0.181776,0.114058,0.0205319
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/compact/em_9_3_5_cmp.cnf.gz,900,900,900,900,900
Crafted/12/SATChallenge2012_crafted_debugged/ais8.cnf.mis-97.debugged.cnf.gz,900,65.4653,10.065,5.4421,13.927
Crafted/12/SATChallenge2012_crafted_debugged/289-sat-11x4.cnf.mis-131.debugged.cnf.gz,900,900,900,900,900
Crafted/12/SATChallenge2012_crafted_debugged/mod2-rand3bip-sat-210-2.sat05-2159.reshuffled-07.cnf.mis-144.debugged.cnf.gz,900,900,900,900,900
Crafted/09/CRAFTED/SAT09/CRAFTED/sgen/unsat/sgen1-unsat-145-100.cnf.gz,900,900,900,900,900
Crafted/12/SATChallenge2012_crafted_debugged/mod2c-3cage-unsat-10-3.sat05-2568.reshuffled-07.cnf.mis-104.debugged.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT05/crafted/sabharwal05/planning/logistics/unsat/logistics-rotate-07t5.shuffled-as.sat05-1137.cnf.gz,900,1.03547,2.44166,1.13987,1.14215
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/skvortsov/battleship/battleship-11-11-unsat.cnf.gz,900,22.7324,176.393,900,900
Crafted/12/sc2012HardCombinatorial/satrace-unselected/repeat/prime2209/prime2209-84.cnf.gz,900,1.66,7.80402,1.93393,1.15979
Crafted/09/CRAFTED/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v1820c171155g4.cnf.gz,900,900,900,900,900
Crafted/11/11/skvortsov/automata-synchronization/crn_20_361_s.cnf.gz,900,900,900,900,900
Crafted/12/Submissions/Random/fixed-shape-forced-300-354-2-2-3-2/fsf-300-354-2-2-3-2.106.opt.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Hard/contest05/phnf/phnf-size10-exclusive-gigamax.used-as.sat04-984.sat05-4194.reshuffled-07.cnf.gz,900,212.168,87.7038,58.7216,44.9832
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p15-s28972035.cnf.gz,51.4442,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_404.cnf.gz,71.0651,366.12,348.169,8.48146,533.173
Crafted/12/sc2012HardCombinatorial/satcomp11-main-track-unselected/SAT11/crafted/skvortsov/battleship/battleship-13-25-sat.cnf.gz,0.0317779,900,900,900,900
Crafted/09/CRAFTED/SAT09/CRAFTED/sgi/satsgi-n19himBHm22-p0-q181.cnf.gz,0.0287129,0.03029,0.0824799,0.055577,0.015095
Crafted/12/Submissions/Random/fixed-shape-forced-300-354-2-2-3-2/fsf-300-354-2-2-3-2.1.opt.cnf.gz,46.748,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satrace-unselected/repeat/prime2209/prime2209-98.cnf.gz,900,2.00033,9.70387,2.27376,1.35269
Crafted/12/SATCompetition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-220-1.sat05-2173.reshuffled-07.cnf.gz,900,101.829,0.086221,5.13915,343.68
Crafted/09/CRAFTED/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g5.cnf.gz,900,900,900,900,900
Crafted/12/Submissions/Combinatorial/sgen4-sat2012-sat/sgen4-sat-280-8.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/SATChallenge2012_submitted/combinatorial_sat/EnsembleComputation/jkkk-one-one-11-32-unsat.cnf.gz,900,900,900,900,295.952
Crafted/12/SATChallenge2012_crafted_debugged/x1.1_64.shuffled-as.sat03-1585.cnf.mis-125.debugged.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/modcircuits/mod5block_1var_7gates.cnf.gz,16.3584,4.19318,3.67434,2.97117,0.535065
Crafted/12/sc2012HardCombinatorial/satrace-unselected/repeat/prime2209/prime2209-71.cnf.gz,900,1.32874,6.69413,1.6079,0.939891
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/sgi/new-difficult-22-173-20-80.cnf.gz,2.01243,14.5158,33.2762,30.5946,5.42535
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/ramseycube/Q32inK10.cnf.gz,900,25.0574,27.0039,23.3688,208.141
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/sgen/sat/sgen1-sat-260-100.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/sgen/sat/sgen1-sat-290-100.cnf.gz,900,900,900,900,900
Crafted/11/05/sorge05/QG8/iso-ukn009.shuffled-as.sat05-3632.cnf.gz,0.563213,0.042664,0.091946,0.158651,0.064482
Crafted/11/09/rbsat/crafted/unforced/rbsat-v2400c266431g6.cnf.gz,900,900,900,900,900
Crafted/09/CRAFTED/SAT09/CRAFTED/modcircuits/mod4block_2vars_8gates_u2_autoenc.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/SATCompetition2009/crafted/SAT09/CRAFTED/rbsat/random/forced/rbsat-v760c43649gyes1.cnf.gz,4.13195,154.274,186.367,293.637,225.376
Crafted/12/sc2012HardCombinatorial/satcomp11-main-track-unselected/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-31_915.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Hard/contest05/QG/QG7-dead-dnd001.sat05-3419.reshuffled-07.cnf.gz,900,469.588,900,900,900
Crafted/09/CRAFTED/SAT09/CRAFTED/modcircuits/mod3block_2vars_11gates_u2_autoenc.cnf.gz,900,744.615,900,900,900
Crafted/11/09/rbsat/crafted/forced/rbsat-v2640c305320gyes10.cnf.gz,900,900,900,900,900
Crafted/12/SATChallenge2012_crafted_debugged/x1.1_56.shuffled-as.sat03-1584.cnf.mis-110.debugged.cnf.gz,900,900,900,900,900
Crafted/12/SATChallenge2012_crafted_debugged/289-sat-5x8.cnf.mis-119.debugged.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g7.cnf.gz,7.45283,10.5398,353.982,300.635,243.956
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes2.cnf.gz,11.5063,900,900,900,900
Crafted/12/Submissions/Random/fixed-shape-forced-300-354-2-2-3-2/fsf-300-354-2-2-3-2.23.opt.cnf.gz,1.67169,900,900,900,900
Crafted/12/SATCompetition2007/crafted/spence/medium/s89-100.cnf.gz,900,393.541,441.347,900,900
Crafted/11/11/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p30-s59841049.cnf.gz,900,900,900,900,900
Crafted/11/09/rbsat/random/forced/rbsat-v1820c171155gyes3.cnf.gz,900,900,900,900,900
Crafted/12/SATChallenge2012_crafted_debugged/sgen1-unsat-109-100.cnf.mis-81.debugged.cnf.gz,900,900,900,900,900
Crafted/11/09/rbsat/random/forced/rbsat-v2640c305320gyes10.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/sgen/sat/sgen1-sat-280-100.cnf.gz,900,900,900,900,900
Crafted/09/CRAFTED/SAT09/CRAFTED/modcircuits/mod3block_4vars_12gates_b2_restricted.cnf.gz,900,900,900,900,900
Crafted/11/03/stanion/hwb/hwb-n32-02-S1478512323.shuffled-as.sat03-1638.cnf.gz,900,900,900,900,900
Crafted/09/CRAFTED/SAT09/CRAFTED/sgi/sgi-difficult7.cnf.gz,0.058357,0.0910581,0.178845,0.128115,0.0431021
Crafted/09/CRAFTED/SAT09/CRAFTED/modcircuits/mod3block_4vars_11gates_b2.cnf.gz,900,900,900,900,900
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest04/others/equilarge_l4.sat05-521.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/09/CRAFTED/SAT09/CRAFTED/sgen/unsat/sgen1-unsat-109-100.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_507.cnf.gz,900,900,900,900,900
Crafted/12/SATChallenge2012_crafted_debugged/x1_72.shuffled-as.sat03-1595.cnf.mis-141.debugged.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Hard/contest05/others/mod2c-rand3bip-sat-220-2.sat05-2489.reshuffled-07.cnf.gz,900,474.318,376.611,567.631,900
Crafted/09/CRAFTED/SAT09/CRAFTED/sgen/unsat/sgen1-unsat-127-100.cnf.gz,900,900,900,900,900
Crafted/11/04/connamacher/connm-d0.02/connm-ue-csp-sat-n800-d0.02-s111845174.used-as.sat04-958.cnf.gz,900,900,900,900,900
Crafted/09/CRAFTED/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes8.cnf.gz,34.1381,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT09/CRAFTED/modcircuits/mod4block_2vars_8gates_u2.cnf.gz,900,900,900,277.185,900
Crafted/12/SATChallenge2012_crafted_debugged/x2_72.shuffled-as.sat03-1604.cnf.mis-141.debugged.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/parity-games/instance_n5_i5_pp_ci_ce.cnf.gz,900,0.330998,2.25465,0.375931,0.295709
Crafted/12/SATCompetition2007/crafted/Medium/contest05/sabharwal/sat-strips-gripper-12t23.sat05-1144.reshuffled-07.cnf.gz,900,24.7442,11.0971,0.712048,1.0852
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest02/hgen3-v400-s344840348.sat05-470.reshuffled-07.cnf.gz,900,900,900,900,900
